SessionID,Condition,ClientID,SurveyID,ConditionOrder,SubjectID,Treatment,Age,Gender,Handedness,FirstLanguage,EnglishAbilities,ColorVision,Major,ProductiveTime_08to10,ProductiveTime_10to12,ProductiveTime_12to14,ProductiveTime_14to16,ProductiveTime_16to18,ProductiveTime_18to20,valence,arousal,importanceImportant,importanceNoMistakes,importanceWorried,flowProne.General,flowProne.Work,flowProne.Maint,flowProne.Leis,eqIntrusDistracting,eqIntrusDifficult,eqIntrusDiscomfort,taskPrefLikeMath,taskPrefLikeWrit,taskPrefMathOverWrit,traitIntMot,interactionDissatisfactionUnpleasant,interactionDissatisfactionLongerWorse,interactionDissatisfactionEnergizing,interactionDissatisfactionBadCorrection,relationQuality,grpEffort,interdepOwnJob,interdepCommRequired,interdepMutualDependenc,clearGoal,challGoal,noChallGoal,noConseqGoal,conseqGoal,grpSizeTooLarge,grpSizeTooSmall,grpSizeJustRight,grpDivers,grpSkill,grpAffectExp,genSat,growth,colEff,socPres,coordDifficult,coordPossible,identFusion,relationStrain,unevenEffort,unevenSkill,noCareForGrp,frustratingGrp,creativitySuppressingGrp
session_78-MP,END,iism-kd2-b12,2165,"",session_78-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.80952380952381,3.71428571428571,3.57142857142857,4.14285714285714,,,,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_78-MP,END,iism-kd2-b14,2163,"",session_78-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,3.9047619047619,3.71428571428571,3.85714285714286,4.14285714285714,,,,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_78-MP,END,iism-kd2-b18,2164,"",session_78-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,4.04761904761905,3.85714285714286,3.71428571428571,4.57142857142857,,,,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_79-MP,START,iism-kd2-b12,2168,"",session_79-MP_iism-kd2-b12,MP,22,M,R,German,B2,I am partially color blind.,Social Sciences > Economics and business,Y,Y,"","","",Y,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_79-MP,START,iism-kd2-b14,2166,"",session_79-MP_iism-kd2-b14,MP,26,M,R,German,B1,I can see all colors and hues.,Natural Sciences > Chemical sciences,"",Y,"","",Y,"",8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_79-MP,START,iism-kd2-b18,2167,"",session_79-MP_iism-kd2-b18,MP,31,F,R,German,C1,I can see all colors and hues.,Humanities > Languages and literature,"","",Y,"","",Y,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_79-MP,PHASE,iism-kd2-b12,2187,"",session_79-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,4,5,1,,,,,3,3,1,,,,,5,3,3,7,2,4.33333333333333,3,5,7,3.5,3,3,3,3,2,2,6,5,3.66666666666667,5,3.5,3,3.5,2.8,6,3,2,3,3,4,3,5,3
session_79-MP,PHASE,iism-kd2-b14,2186,"",session_79-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,4,7,6,,,,,1,1,1,,,,,3,1,7,1,4.5,3,3,6,3,5.5,3,4,6,7,1,2,7,6,3.66666666666667,6.66666666666667,5,5.5,,5.2,7,7,4,6,,,3,4,6
session_79-MP,PHASE,iism-kd2-b18,2188,"",session_79-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,3,6,5,,,,,6,6,7,,,,,4,3,4,5,4.5,6,4,2,4,6.5,3,6,5,6,2,2,6,5.5,5.33333333333333,4.66666666666667,5.5,4.5,4,2.4,2,4,3,5,2,3,3,3,3
session_79-MP,END,iism-kd2-b12,2189,"",session_79-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,,3.85714285714286,,3.14285714285714,,,,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_79-MP,END,iism-kd2-b14,2190,"",session_79-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.14285714285714,3.71428571428571,4.71428571428571,4,,,,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_79-MP,END,iism-kd2-b18,2191,"",session_79-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.76190476190476,3.57142857142857,3.57142857142857,4.14285714285714,,,,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_79-SP,START,iism-kd2-b16,1892,"",session_79-SP_iism-kd2-b16,SP,25,F,R,German,C1,I can see all colors and hues.,Natural Sciences > Earth and related environmental sciences,"",Y,"","","",Y,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_79-SP,PHASE,iism-kd2-b16,1916,"",session_79-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,2,5,1,,,,,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_79-SP,END,iism-kd2-b16,1917,"",session_79-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,4,3.42857142857143,3.71428571428571,4.85714285714286,,,,7,7,4,5.42857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_80-MP,START,iism-kd2-b12,2197,"",session_80-MP_iism-kd2-b12,MP,21,F,R,German,C1,I can see all colors and hues.,Natural Sciences > Mathematics,Y,Y,"","",Y,"",8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_80-MP,START,iism-kd2-b14,2196,"",session_80-MP_iism-kd2-b14,MP,24,F,R,German,C2,I can see all colors and hues.,Natural Sciences > Other natural sciences,Y,Y,"","",Y,"",9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_80-MP,START,iism-kd2-b18,2195,"",session_80-MP_iism-kd2-b18,MP,23,F,R,Arabic (Overview),C2,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,Y,"","","","","",8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_80-MP,PHASE,iism-kd2-b12,2216,"",session_80-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,5,7,6,,,,,3,3,1,,,,,5,,2,2,,3,4,3,4,6,5,4,,4,5,2,3,3,,4.66666666666667,,2,2,2.6,6,6,2,4,,,1,,2
session_80-MP,PHASE,iism-kd2-b14,2215,"",session_80-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,1,,1,,,,,1,1,1,,,,,1,5,7,7,7,7,7,3,4,6,6,5,3,7,2,1,7,6.5,6.66666666666667,3.66666666666667,7,5,6,,6,6,4,4,1,2,5,1,1
session_80-MP,PHASE,iism-kd2-b18,2217,"",session_80-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,5,6,1,,,,,1,3,1,,,,,1,6,3,4,2.5,5,1,2,,,3,4,7,,1,2,7,6,6.33333333333333,5.33333333333333,4.5,3,3.5,2.4,1,,2,3,2,1,4,1,3
session_80-MP,END,iism-kd2-b12,2220,"",session_80-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.47619047619048,3.42857142857143,4.28571428571429,,,,,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_80-MP,END,iism-kd2-b14,2221,"",session_80-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,3.95238095238095,4.14285714285714,4,3.71428571428571,,,,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_80-MP,END,iism-kd2-b18,2219,"",session_80-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.95238095238095,3.28571428571429,4.14285714285714,4.42857142857143,,,,5,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_80-SP,START,iism-kd2-b16,1924,"",session_80-SP_iism-kd2-b16,SP,35,M,R,German,B2,I can see all colors and hues.,Social Sciences > Psychology,Y,"","","","",Y,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_80-SP,PHASE,iism-kd2-b16,1929,"",session_80-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,3,6,3,,,,,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_80-SP,END,iism-kd2-b16,1930,"",session_80-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.47619047619048,4.28571428571429,3,3.14285714285714,,,,5,5,5,5.57142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_81-MP,START,iism-kd2-b12,2224,"",session_81-MP_iism-kd2-b12,MP,28,F,R,German,C1,I can see all colors and hues.,Natural Sciences > Computer and information sciences,Y,"",Y,Y,"",Y,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_81-MP,START,iism-kd2-b14,2226,"",session_81-MP_iism-kd2-b14,MP,22,M,R,Arabic (Levantine),C2,I can see all colors and hues.,Engineering and Technology > Civil engineering,Y,"","","",Y,"",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_81-MP,START,iism-kd2-b18,2225,"",session_81-MP_iism-kd2-b18,MP,21,M,R,German,C1,I can see all colors and hues.,Natural Sciences > Earth and related environmental sciences,"",Y,"","","","",8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_81-MP,PHASE,iism-kd2-b12,2245,"",session_81-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,5,7,2,,,,,6,6,7,,,,,,,5,7,6.5,4,6,6,5,5.5,7,,4,5,1,1,7,3.5,,6.33333333333333,5,5.5,5.75,4,4,6,3,1,6,6,6,2,1
session_81-MP,PHASE,iism-kd2-b14,2246,"",session_81-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,1,,1,,,,,5,5,5,,,,,,4,,7,,,5,2,,,4,5,5,7,1,1,7,3,3,2.66666666666667,2.5,1,3.5,3.6,1,2,,5,6,5,1,5,3
session_81-MP,PHASE,iism-kd2-b18,2244,"",session_81-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,4,5,5,,,,,5,5,3,,,,,,,6,3,3.5,,2,5,7,4,4,7,5,5,,3,3,4.5,2.66666666666667,5.33333333333333,,2,,1.4,2,2,4,6,,6,2,6,4
session_81-MP,END,iism-kd2-b12,2248,"",session_81-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,4.19047619047619,3.42857142857143,,4.14285714285714,,,,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_81-MP,END,iism-kd2-b14,2247,"",session_81-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4,3.85714285714286,4.42857142857143,3.71428571428571,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_81-MP,END,iism-kd2-b18,2249,"",session_81-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.80952380952381,3.14285714285714,4,4.28571428571429,,,,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_81-SP,START,iism-kd2-b16,1951,"",session_81-SP_iism-kd2-b16,SP,19,M,R,German,C2,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,Y,Y,Y,Y,"","",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_81-SP,PHASE,iism-kd2-b16,1964,"",session_81-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,6,7,6,,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_81-SP,END,iism-kd2-b16,1965,"",session_81-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,4.52380952380952,,4,4.85714285714286,,,,7,2,7,6.14285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_82-MP,START,iism-kd2-b12,2260,"",session_82-MP_iism-kd2-b12,MP,20,M,R,German,B2,I can see all colors and hues.,Social Sciences > Economics and business,"","","","",Y,"",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_82-MP,START,iism-kd2-b14,2261,"",session_82-MP_iism-kd2-b14,MP,21,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Civil engineering,"",Y,"","","",Y,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_82-MP,START,iism-kd2-b18,2262,"",session_82-MP_iism-kd2-b18,MP,20,M,R,German,B2,I can see all colors and hues.,Social Sciences > Economics and business,Y,Y,"","","","",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_82-MP,PHASE,iism-kd2-b12,2286,"",session_82-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,4,3,2,,,,,7,5,7,,,,,4,6,6,7,5.5,4.33333333333333,6,2,5,4.5,7,4,3,3,3,2,,,5,5,5.5,5,2.25,1.4,1,2,4,4,3,5,2,2,5
session_82-MP,PHASE,iism-kd2-b14,2285,"",session_82-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,1,6,1,,,,,5,5,6,,,,,2,4,4,6,5.5,5.33333333333333,2,5,7,5,5,6,2,6,1,1,7,5.5,5.33333333333333,4.66666666666667,5.5,3,4.5,4.2,3,3,4,3,2,5,5,2,2
session_82-MP,PHASE,iism-kd2-b18,2284,"",session_82-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,2,3,4,,,,,1,2,3,,,,,4,3,4,4,4,5,2,4,6,6.5,5,3,2,6,1,1,7,4,4,2.66666666666667,4.5,2,3.5,2.2,5,5,2,4,2,5,6,3,3
session_82-MP,END,iism-kd2-b12,2289,"",session_82-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.38095238095238,3.71428571428571,3.14285714285714,3.28571428571429,,,,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_82-MP,END,iism-kd2-b14,2288,"",session_82-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,3.61904761904762,3.57142857142857,2.85714285714286,4.42857142857143,,,,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_82-MP,END,iism-kd2-b18,2290,"",session_82-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.57142857142857,3.71428571428571,3.42857142857143,3.57142857142857,,,,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_82-SP,START,iism-kd2-b14,1952,"",session_82-SP_iism-kd2-b14,SP,25,M,R,German,C1,I can see all colors and hues.,Social Sciences > Economics and business,"",Y,"","",Y,"",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_82-SP,PHASE,iism-kd2-b14,1967,"",session_82-SP_iism-kd2-b14,SP,,"","","","","","","","","","","","",,,1,,2,,,,,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_82-SP,END,iism-kd2-b14,1968,"",session_82-SP_iism-kd2-b14,SP,,"","","","","","","","","","","","",,,,,,3.47619047619048,3.42857142857143,3,4,,,,5,2,4,5.14285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_83-MP,START,iism-kd2-b12,2298,"",session_83-MP_iism-kd2-b12,MP,22,M,R,German,C1,I can see all colors and hues.,Natural Sciences > Chemical sciences,"","","",Y,"","",7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_83-MP,START,iism-kd2-b14,2299,"",session_83-MP_iism-kd2-b14,MP,19,F,R,Telugu,B2,I can see all colors and hues.,Natural Sciences > Computer and information sciences,Y,"","",Y,Y,Y,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_83-MP,START,iism-kd2-b18,2297,"",session_83-MP_iism-kd2-b18,MP,22,F,R,German,B2,I am not sure.,Natural Sciences > Biological sciences,"","","","",Y,Y,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_83-MP,PHASE,iism-kd2-b12,2322,"",session_83-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,2,7,5,,,,,2,3,1,,,,,1,1,6,3,6,6.66666666666667,6,7,2,4,5,5,6,,1,1,7,6,4.66666666666667,7,7,2,5,5,4,6,5,1,2,5,7,1,1
session_83-MP,PHASE,iism-kd2-b14,2320,"",session_83-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,1,5,7,,,,,6,6,5,,,,,4,5,5,3,4,5.33333333333333,5,5,7,5,3,4,5,6,2,2,7,5,5.66666666666667,4,4,2,2.25,1.6,3,6,2,1,1,2,4,4,3
session_83-MP,PHASE,iism-kd2-b18,2321,"",session_83-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,4,6,1,,,,,1,1,3,,,,,1,5,2,5,3,4.66666666666667,6,4,6,6.5,2,6,5,6,2,,6,4.5,4.33333333333333,,4,2,2.25,1.6,6,5,2,4,1,5,7,4,1
session_83-MP,END,iism-kd2-b12,2325,"",session_83-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.95238095238095,3.57142857142857,4,4.28571428571429,,,,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_83-MP,END,iism-kd2-b14,2326,"",session_83-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,3.76190476190476,3.42857142857143,3.71428571428571,4.14285714285714,,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_83-MP,END,iism-kd2-b18,2324,"",session_83-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.66666666666667,3.14285714285714,4.42857142857143,3.42857142857143,,,,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_83-SP,START,iism-kd2-b16,2106,"",session_83-SP_iism-kd2-b16,SP,23,M,R,German,C1,I can see all colors and hues.,"Engineering and Technology > Electrical engineering, electronic engineering, information engineering",Y,Y,"","","","",7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_83-SP,PHASE,iism-kd2-b16,2133,"",session_83-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,1,5,1,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_83-SP,END,iism-kd2-b16,2135,"",session_83-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.47619047619048,3.57142857142857,3.85714285714286,3,,,,4,2,4,5.42857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_84-MP,START,iism-kd2-b12,2337,"",session_84-MP_iism-kd2-b12,MP,25,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,Y,Y,"","","",Y,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_84-MP,START,iism-kd2-b14,2335,"",session_84-MP_iism-kd2-b14,MP,25,M,R,German,B2,I can see all colors and hues.,Engineering and Technology > Chemical engineering,Y,"","",Y,"","",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_84-MP,START,iism-kd2-b18,2336,"",session_84-MP_iism-kd2-b18,MP,23,F,R,Russian,C1,I can see all colors and hues.,Natural Sciences > Biological sciences,"",Y,Y,"","",Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_84-MP,PHASE,iism-kd2-b12,2358,"",session_84-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,1,6,1,,,,,5,6,7,,,,,1,6,4,1,5,6.33333333333333,6,3,7,7,2,5,2,2,3,1,6,6.5,6,3.66666666666667,6.5,1,5.5,1.4,5,5,2,1,1,2,3,1,1
session_84-MP,PHASE,iism-kd2-b14,2356,"",session_84-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,5,7,5,,,,,2,5,5,,,,,3,2,3,3,4.5,4,5,3,5,6,3,6,3,5,2,2,6,5,3.66666666666667,6,5.5,5,4.5,4.8,5,5,4,4,6,6,3,1,1
session_84-MP,PHASE,iism-kd2-b18,2357,"",session_84-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,5,7,6,,,,,6,5,6,,,,,2,6,6,2,6,6.33333333333333,2,6,6,6,2,2,4,6,1,1,6,6.5,5,6.66666666666667,4,6,5,6,6,6,5,5,1,5,2,6,1
session_84-MP,END,iism-kd2-b12,2361,"",session_84-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,4.38095238095238,3.71428571428571,4.71428571428571,4.71428571428571,,,,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_84-MP,END,iism-kd2-b14,2360,"",session_84-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.0952380952381,4.14285714285714,3.85714285714286,4.28571428571429,,,,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_84-MP,END,iism-kd2-b18,2359,"",session_84-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,4.0952380952381,3.71428571428571,4,4.57142857142857,,,,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_84-SP,START,iism-kd2-b16,2253,"",session_84-SP_iism-kd2-b16,SP,20,F,R,Russian,C2,I can see all colors and hues.,Natural Sciences > Computer and information sciences,"",Y,"","",Y,"",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_84-SP,PHASE,iism-kd2-b16,2258,"",session_84-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,2,6,2,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_84-SP,END,iism-kd2-b16,2259,"",session_84-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,4.14285714285714,3.42857142857143,4.28571428571429,4.71428571428571,,,,4,3,4,5.71428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_85-MP,START,iism-kd2-b12,2362,"",session_85-MP_iism-kd2-b12,MP,21,M,R,German,B2,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,"",Y,"","","","",6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_85-MP,START,iism-kd2-b14,2364,"",session_85-MP_iism-kd2-b14,MP,21,F,L,Russian,C1,I can see all colors and hues.,Social Sciences > Economics and business,Y,Y,"","","","",8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_85-MP,START,iism-kd2-b18,2363,"",session_85-MP_iism-kd2-b18,MP,20,M,R,German,B2,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,Y,"","","",Y,"",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_85-MP,PHASE,iism-kd2-b12,2382,"",session_85-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,5,5,7,,,,,5,7,7,,,,,2,3,3,5,3,4.66666666666667,6,2,7,5.5,4,5,5,6,1,1,7,5.5,5.33333333333333,4,5,2,3,1.2,7,5,2,2,4,2,3,4,1
session_85-MP,PHASE,iism-kd2-b14,2384,"",session_85-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,1,7,1,,,,,1,1,1,,,,,2,4,7,2,5,5.66666666666667,5,4,7,7,1,4,6,7,1,1,7,7,6.33333333333333,4.33333333333333,6,2,,2.6,7,7,4,2,1,2,7,1,4
session_85-MP,PHASE,iism-kd2-b18,2383,"",session_85-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,4,5,3,,,,,2,3,5,,,,,3,2,6,5,5,6,7,5,7,5.5,6,6,5,5,2,2,6,5.5,5.33333333333333,5.33333333333333,6,4,5,5,4,6,4,5,2,3,5,2,4
session_85-MP,END,iism-kd2-b12,2387,"",session_85-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.61904761904762,4.14285714285714,3.42857142857143,3.28571428571429,,,,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_85-MP,END,iism-kd2-b14,2389,"",session_85-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,3.71428571428571,4.42857142857143,2.71428571428571,4,,,,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_85-MP,END,iism-kd2-b18,2388,"",session_85-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.9047619047619,2.85714285714286,4,4.85714285714286,,,,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_85-SP,START,iism-kd2-b16,2334,"",session_85-SP_iism-kd2-b16,SP,24,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,Y,Y,"","","","",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_85-SP,PHASE,iism-kd2-b16,2351,"",session_85-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,6,5,5,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_85-SP,END,iism-kd2-b16,2355,"",session_85-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.80952380952381,3.42857142857143,4.28571428571429,3.71428571428571,,,,7,5,7,6.42857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_86-MP,START,iism-kd2-b12,2392,"",session_86-MP_iism-kd2-b12,MP,22,F,R,German,B2,I can see all colors and hues.,Social Sciences > Educational sciences,Y,Y,"","","","",7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_86-MP,START,iism-kd2-b14,2390,"",session_86-MP_iism-kd2-b14,MP,21,F,R,German,C2,I can see all colors and hues.,Social Sciences > Educational sciences,Y,"","","","",Y,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_86-MP,START,iism-kd2-b18,2391,"",session_86-MP_iism-kd2-b18,MP,28,M,R,German,C1,I can see all colors and hues.,Natural Sciences > Chemical sciences,"",Y,"","",Y,Y,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_86-MP,PHASE,iism-kd2-b12,2407,"",session_86-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,5,6,4,,,,,6,6,6,,,,,2,2,2,1,4,6.33333333333333,3,3,4,5.5,3,4,4,5,1,1,5,4.5,5.33333333333333,4.66666666666667,4,2.5,3.5,3,6,5,4,4,1,1,4,4,3
session_86-MP,PHASE,iism-kd2-b14,2405,"",session_86-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,1,7,5,,,,,6,6,7,,,,,3,4,,7,3,4,6,4,4,2.5,4,4,4,4,1,4,7,4,4.66666666666667,4.66666666666667,3,3,2.5,3.8,5,3,2,3,1,4,3,4,3
